,wage_month,region,head,sex,age,married,schooling,position,economictype,ky hop dong lao dong?,huong luong ngay nghi,huong BHXH,co lam viec khac,urban,Kinh,household_size,poor,houses,pay_rent,other_land/house,wealthindex,t_quantity durables,t_value durables
7000,1000,region5,0,female,25,0,8,position3,economictype4,2,2,2,2,1,1,3,0,1,0,0,155,19,23600
7001,3500,region5,1,male,43,1,9,position4,economictype4,2,2,2,2,1,1,3,0,1,0,0,135,21,25360
7002,8000,region5,0,male,31,1,9,position4,economictype1,1,2,2,2,0,1,6,0,1,0,0,155,28,67075
7003,3300,region5,0,male,35,0,4,position6,economictype4,2,2,2,2,0,1,2,1,1,0,0,155,7,2890
7004,3000,region5,1,male,46,1,0,position4,economictype4,2,1,2,2,0,1,3,0,1,0,0,125,13,14950
7005,4500,region5,0,male,37,0,5,position6,economictype4,2,2,2,2,0,1,6,0,1,0,0,155,29,69120
7006,900,region5,0,male,42,1,4,position6,economictype4,2,2,2,1,0,1,4,1,1,0,0,75,10,5250
7007,3900,region5,0,male,29,1,3,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,55,16,13670
7008,3000,region5,0,female,31,1,5,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,55,16,13670
7009,3000,region5,1,male,35,1,4,position6,economictype4,2,2,2,2,0,1,3,0,1,0,0,55,5,4750
7010,2500,region5,0,female,31,1,6,position6,economictype4,2,2,2,2,0,1,3,0,1,0,0,55,5,4750
7011,1600,region5,1,male,48,1,9,position3,economictype2,1,1,2,1,0,1,3,0,1,0,0,145,10,35780
7012,6500,region5,0,female,53,1,15,position2,economictype2,1,1,1,2,0,1,3,0,1,0,0,145,10,35780
7013,2700,region5,0,male,30,0,16,position3,economictype2,1,1,1,2,0,1,3,0,1,0,0,145,10,35780
7014,1500,region5,1,male,45,1,12,position6,economictype4,2,2,2,1,0,1,5,0,1,0,0,85,11,14950
7015,5000,region5,1,male,54,1,14,position1,economictype2,1,1,1,1,0,1,10,0,1,0,0,165,36,85800
7016,3500,region5,0,male,30,1,14,position4,economictype2,1,1,1,2,0,1,10,0,1,0,0,165,36,85800
7017,2500,region5,0,male,24,0,6,position6,economictype4,1,2,2,2,0,1,5,0,1,0,0,75,15,21500
7018,2500,region5,0,male,30,1,5,position6,economictype4,1,2,2,2,0,1,5,0,1,0,0,75,15,21500
7019,3000,region5,0,female,27,1,7,position4,economictype2,1,1,1,2,0,1,5,0,1,0,0,75,15,21500
7020,4000,region5,1,male,47,1,18,position1,economictype2,1,1,1,1,0,1,4,0,1,0,0,155,10,12600
7021,3200,region5,0,female,33,1,8,position4,economictype4,1,1,2,1,0,1,5,0,1,0,0,155,12,22200
7022,4500,region5,0,male,31,0,5,position4,economictype4,2,2,2,2,0,1,4,0,1,0,0,135,23,47300
7023,4050,region5,0,male,38,1,7,position6,economictype4,2,2,2,2,0,1,6,0,1,0,0,155,25,47120
7024,2500,region5,0,female,17,0,8,position3,economictype4,2,2,2,2,1,1,3,0,1,1,0,140,12,4430
7025,4500,region5,0,female,23,1,8,position3,economictype4,2,2,2,2,1,1,6,0,1,1,0,140,20,107380
7026,3000,region5,0,male,17,0,7,position3,economictype4,2,2,2,2,1,1,6,0,1,1,0,140,20,107380
7027,1800,region5,0,male,16,0,7,position6,economictype4,2,2,2,2,1,1,2,1,1,1,0,150,9,3600
7028,5700,region5,1,male,50,1,16,position1,economictype2,1,1,1,1,1,1,6,0,1,0,0,170,20,76300
7029,4500,region5,0,female,48,1,16,position2,economictype2,1,1,1,1,1,1,6,0,1,0,0,170,20,76300
7030,1200,region5,1,female,35,1,10,position4,economictype1,2,2,2,2,1,1,4,0,1,0,0,180,16,27700
7031,1600,region5,0,male,32,1,5,position6,economictype4,2,2,2,2,1,1,4,0,1,0,0,180,16,27700
7032,1150,region5,0,female,42,1,9,position6,economictype2,1,1,1,2,1,1,4,0,1,0,0,160,31,115050
7033,6000,region5,1,male,34,1,12,position2,economictype1,2,1,2,2,1,1,2,0,1,0,0,180,22,100100
7034,4000,region5,0,female,30,1,16,position2,economictype1,1,1,2,2,1,1,2,0,1,0,0,180,22,100100
7035,7000,region5,0,female,25,1,14,position2,economictype1,1,1,1,2,1,1,3,0,1,0,0,160,24,86980
7036,3000,region5,1,female,29,0,4,position3,economictype4,2,2,2,2,1,1,3,0,1,1,0,160,19,46240
7037,4000,region5,0,male,39,0,14,position4,economictype2,1,1,2,2,1,1,5,0,1,0,0,160,21,36500
7038,2250,region5,1,male,49,1,6,position4,economictype4,2,2,2,2,1,1,4,0,1,0,0,155,23,106850
7039,2500,region5,0,female,48,1,3,position3,economictype4,2,2,2,2,1,1,4,0,1,0,0,155,23,106850
7040,3200,region5,0,female,22,0,5,position3,economictype1,2,2,2,1,1,1,4,0,1,0,0,155,23,106850
7041,1500,region5,0,male,21,0,10,position3,economictype4,2,2,2,2,1,1,4,0,1,0,0,155,23,106850
7042,3000,region5,0,male,27,0,6,position4,economictype4,2,2,2,2,1,1,3,0,1,0,0,155,17,14700
7043,3000,region5,0,female,16,0,9,position4,economictype1,1,2,2,2,1,1,3,0,1,0,0,125,9,8130
7044,5200,region5,1,male,39,1,9,position3,economictype1,1,1,2,2,1,1,4,0,1,0,0,125,16,25250
7045,800,region5,0,female,33,1,3,position4,economictype4,1,1,2,2,1,1,4,0,1,0,0,125,16,25250
7046,12400,region5,0,male,41,1,16,position5,economictype2,1,1,1,2,1,1,4,0,1,0,0,155,30,65800
7047,2100,region5,0,male,38,1,2,position6,economictype4,2,2,2,2,1,1,3,0,1,0,0,45,11,10500
7048,3000,region5,0,male,19,0,8,position4,economictype4,2,2,2,1,0,1,4,1,1,0,0,125,13,8800
7049,3000,region5,0,male,28,0,5,position6,economictype4,2,2,2,1,1,1,2,0,1,0,0,115,9,3405
7050,2500,region5,1,female,41,0,12,position3,economictype4,2,2,2,1,1,1,2,0,1,0,0,130,16,9480
7051,1500,region5,0,female,23,0,12,position6,economictype4,2,2,2,2,1,1,3,0,1,0,0,130,13,14580
7052,5500,region5,0,female,33,0,15,position2,economictype2,2,1,1,2,1,1,6,0,1,0,0,160,29,139600
7053,5000,region5,0,male,30,1,15,position2,economictype2,2,1,1,2,1,1,6,0,1,0,0,160,29,139600
7054,5000,region5,0,female,30,1,15,position2,economictype2,2,1,1,2,1,1,6,0,1,0,0,160,29,139600
7055,6700,region5,1,male,52,1,16,position2,economictype2,2,1,1,1,1,1,4,0,1,0,0,190,19,49970
7056,2300,region5,1,male,56,1,11,position3,economictype2,1,1,1,2,0,1,3,0,1,0,0,155,13,16830
7057,1450,region5,1,male,32,1,1,position6,economictype4,2,2,2,1,0,1,3,1,1,0,0,135,2,280
7058,1350,region5,0,female,38,1,3,position6,economictype4,2,2,2,2,0,1,3,1,1,0,0,135,2,280
7059,3000,region5,1,male,58,1,1,position4,economictype4,2,2,2,1,0,1,4,0,1,0,0,145,9,4450
7060,4180,region5,1,male,42,1,12,position1,economictype2,2,1,1,1,0,1,4,0,1,0,0,125,14,57450
7061,3000,region5,1,male,35,1,6,position4,economictype1,2,2,2,2,0,1,3,0,1,0,0,115,9,3600
7062,3000,region5,0,female,35,1,5,position4,economictype1,2,2,2,2,0,1,3,0,1,0,0,115,9,3600
7063,2400,region5,1,male,45,1,3,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,115,19,32700
7064,2400,region5,0,male,25,0,5,position6,economictype4,2,2,2,1,0,1,2,0,1,0,0,115,5,3600
7065,3000,region5,0,male,17,0,4,position6,economictype4,2,2,2,2,1,1,3,0,1,0,0,160,13,24100
7066,2240,region5,1,male,33,1,5,position6,economictype4,2,2,2,1,0,1,3,0,1,0,0,75,10,5940
7067,2240,region5,0,female,29,1,3,position6,economictype4,2,2,2,2,0,1,3,0,1,0,0,75,10,5940
7068,4200,region5,1,male,40,1,4,position6,economictype4,2,2,2,2,0,1,5,1,1,0,0,145,8,6680
7069,1000,region5,0,female,37,1,0,position6,economictype4,2,2,2,2,0,1,5,1,1,0,0,145,8,6680
7070,2100,region5,0,female,19,0,12,position6,economictype4,2,2,2,2,0,1,5,1,1,0,0,145,8,6680
7071,3000,region5,0,male,17,0,9,position6,economictype4,2,2,2,2,0,1,5,1,1,0,0,145,8,6680
7072,3000,region5,0,male,25,0,2,position6,economictype4,2,2,2,1,0,1,2,0,1,0,0,115,4,2020
7073,4680,region5,1,male,43,1,5,position4,economictype4,2,2,2,2,0,1,4,0,1,0,0,155,17,43400
7074,2400,region5,1,male,33,1,2,position6,economictype4,2,2,2,1,0,0,4,0,1,0,0,85,5,1250
7075,2800,region5,1,male,38,1,9,position3,economictype2,1,1,2,1,0,1,6,0,1,0,1,130,14,68400
7076,2500,region5,1,male,39,1,4,position4,economictype4,2,2,2,1,0,1,4,0,1,0,0,90,6,5200
7077,2000,region5,0,female,40,1,3,position4,economictype4,2,2,2,1,0,1,4,0,1,0,0,90,6,5200
7078,3400,region5,1,male,45,1,1,position4,economictype4,2,2,2,2,1,1,4,0,1,0,0,120,12,14180
7079,1800,region5,0,female,23,0,12,position4,economictype4,2,2,2,2,1,1,4,0,1,0,0,120,12,14180
7080,1800,region5,0,female,19,0,8,position4,economictype4,2,2,2,2,1,1,4,0,1,0,0,120,12,14180
7081,3000,region5,1,male,51,1,5,position4,economictype4,2,2,2,1,0,1,6,0,1,0,0,125,12,11510
7082,3750,region5,0,male,27,1,6,position4,economictype4,2,2,2,2,0,1,6,0,1,0,0,125,12,11510
7083,2000,region5,0,female,35,0,0,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,65,5,1250
7084,1600,region5,0,female,21,0,12,position3,economictype2,2,1,1,2,0,1,4,0,1,0,0,115,21,51400
7085,1350,region5,0,male,18,0,9,position5,economictype2,2,1,1,2,0,1,4,0,1,0,0,115,21,51400
7086,1200,region5,1,male,59,1,1,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,75,7,2270
7087,3000,region5,0,male,17,0,6,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,75,7,2270
7088,3500,region5,0,male,30,0,16,position2,economictype2,1,1,1,2,0,1,4,0,1,0,0,130,14,48680
7089,2000,region5,1,male,48,1,5,position4,economictype4,2,1,2,2,0,1,3,0,1,0,0,130,17,33310
7090,5200,region5,0,female,48,1,15,position2,economictype2,1,1,1,2,0,1,3,0,1,0,0,130,17,33310
7091,3000,region5,0,male,19,0,8,position4,economictype1,2,2,2,2,1,1,4,0,1,0,0,100,7,13010
7092,3000,region5,0,male,30,1,0,position6,economictype1,2,2,2,1,0,1,4,0,1,0,0,85,8,12000
7093,2500,region5,0,female,30,1,4,position3,economictype4,2,2,2,2,0,1,4,0,1,0,0,85,8,12000
7094,500,region5,1,male,46,0,5,position6,economictype4,2,2,2,2,0,1,2,0,1,0,0,115,7,1060
7095,3000,region5,0,male,32,0,3,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,115,8,4430
7096,2500,region5,0,male,27,0,9,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,115,8,4430
7097,700,region5,0,female,33,1,7,position6,economictype4,2,2,2,1,0,1,7,0,1,0,0,115,11,15960
7098,3500,region5,0,male,35,0,14,position2,economictype2,1,1,1,2,0,1,3,0,1,0,1,130,19,134050
7099,4000,region5,1,male,53,1,3,position4,economictype4,2,2,2,1,0,1,3,0,1,0,0,120,22,49750
7100,3960,region5,0,male,19,0,10,position4,economictype4,2,2,2,1,0,1,3,0,1,0,0,120,22,49750
7101,1300,region5,0,female,55,1,4,position6,economictype4,2,2,2,2,0,1,5,0,1,0,0,155,9,4910
7102,2000,region5,0,male,28,0,4,position6,economictype4,2,2,2,2,0,1,5,0,1,0,0,155,9,4910
7103,2000,region5,0,male,24,0,9,position6,economictype4,2,2,2,2,0,1,5,0,1,0,0,155,9,4910
7104,3000,region5,1,male,35,1,4,position4,economictype4,2,2,2,1,0,1,4,0,1,0,0,65,10,19440
7105,4500,region5,0,male,28,1,5,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,95,9,7050
7106,3000,region5,0,male,24,1,6,position6,economictype4,2,2,2,1,0,1,5,0,1,0,0,175,15,29800
7107,5100,region5,0,female,35,1,17,position1,economictype2,1,1,1,2,0,1,4,0,1,0,0,105,12,45890
7108,5000,region5,1,male,41,1,13,position2,economictype2,1,1,1,2,1,1,5,0,1,0,0,155,18,63120
7109,3000,region5,0,female,35,1,14,position2,economictype2,1,1,1,2,1,1,5,0,1,0,0,155,18,63120
7110,1720,region5,1,male,54,1,8,position3,economictype2,2,1,2,2,0,0,6,1,1,0,0,105,13,20610
7111,1920,region5,0,male,22,1,9,position6,economictype4,2,2,2,1,0,0,6,1,1,0,0,105,13,20610
7112,2120,region5,1,male,51,1,0,position6,economictype4,2,2,2,2,0,0,3,1,1,0,0,125,10,11700
7113,5000,region5,0,male,26,0,9,position6,economictype2,2,2,2,1,0,0,4,0,1,0,0,155,11,12050
7114,4800,region5,0,male,30,0,12,position4,economictype2,1,1,1,2,0,1,5,0,1,0,0,65,17,96750
7115,2700,region5,0,female,23,0,5,position4,economictype4,2,2,2,2,0,1,5,1,1,0,0,45,6,4000
7116,2800,region5,0,male,20,0,5,position6,economictype4,2,2,2,2,0,1,5,1,1,0,0,45,6,4000
7117,2800,region5,0,male,18,0,5,position6,economictype4,2,2,2,2,0,1,5,1,1,0,0,45,6,4000
7118,7800,region5,1,male,44,1,16,position2,economictype2,1,1,1,1,0,1,4,0,1,0,0,150,21,60500
7119,3600,region5,1,male,37,1,14,position2,economictype2,1,1,2,2,0,1,3,0,1,0,0,180,10,29200
7120,2900,region5,0,female,33,1,14,position2,economictype2,1,1,2,2,0,1,3,0,1,0,0,180,10,29200
7121,3000,region5,1,male,49,1,3,position3,economictype4,2,2,2,2,0,1,3,0,1,0,0,155,16,45900
7122,3600,region5,0,female,50,1,3,position4,economictype1,1,2,2,2,0,1,3,0,1,0,0,155,16,45900
7123,2500,region5,0,male,21,0,14,position3,economictype1,2,2,2,2,0,1,3,0,1,0,0,155,16,45900
7124,1200,region5,1,male,54,1,2,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,95,6,4050
7125,3200,region5,0,female,28,0,8,position4,economictype1,1,2,2,2,0,1,3,0,1,0,0,85,10,12900
7126,4300,region5,1,male,35,1,14,position1,economictype2,2,1,1,2,0,1,3,0,1,0,0,95,11,30300
7127,5900,region5,0,male,34,1,16,position2,economictype2,1,1,1,2,1,1,5,0,1,0,0,170,16,137500
7128,5300,region5,0,female,35,1,16,position2,economictype2,1,1,1,2,1,1,5,0,1,0,0,170,16,137500
7129,2650,region5,0,female,24,0,12,position3,economictype1,1,1,1,2,1,1,4,0,1,0,0,170,21,50800
7130,3360,region5,0,male,28,1,3,position6,economictype4,2,2,2,2,0,1,3,0,1,0,0,115,12,5170
7131,2500,region5,0,female,28,1,0,position6,economictype4,2,2,2,2,0,1,3,0,1,0,0,115,12,5170
7132,3900,region5,1,male,43,1,5,position4,economictype4,2,2,2,2,0,1,3,0,1,0,0,160,11,17650
7133,2000,region5,0,female,47,1,3,position6,economictype4,2,2,2,2,0,1,5,0,1,0,0,135,18,58400
7134,4800,region5,1,male,53,1,7,position4,economictype4,2,2,2,2,0,1,5,0,1,0,0,130,13,12180
7135,4800,region5,0,male,32,1,3,position4,economictype4,2,2,2,2,0,1,5,0,1,0,0,130,13,12180
7136,3000,region5,0,female,32,1,5,position6,economictype4,2,2,2,2,0,1,5,0,1,0,0,130,13,12180
7137,4160,region5,0,male,36,1,5,position4,economictype4,2,2,2,2,0,1,6,0,1,0,0,160,14,58100
7138,1760,region5,0,male,36,1,7,position6,economictype4,2,2,2,1,0,1,3,0,1,0,0,115,6,8750
7139,3350,region5,0,female,24,0,16,position2,economictype2,1,1,1,2,0,1,5,0,1,0,0,95,18,107350
7140,3300,region5,0,female,26,1,7,position4,economictype1,1,1,2,2,0,1,7,0,1,0,0,95,18,32000
7141,3600,region5,1,male,34,0,3,position6,economictype4,2,2,2,2,0,1,1,0,1,0,0,125,11,24050
7142,3000,region5,1,male,54,1,6,position4,economictype4,2,2,2,2,0,1,2,0,1,0,0,135,10,15580
7143,2500,region5,0,male,29,1,16,position4,economictype2,1,1,1,1,0,1,7,0,1,0,0,105,22,100680
7144,3000,region5,1,male,47,1,4,position4,economictype4,2,2,2,2,0,1,4,0,1,0,0,95,11,12420
7145,1400,region5,0,female,41,1,0,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,95,11,12420
7146,2500,region5,0,male,22,0,8,position4,economictype4,2,2,2,2,0,1,4,0,1,0,0,95,11,12420
7147,2500,region5,0,male,21,0,8,position4,economictype4,2,2,2,2,0,1,4,0,1,0,0,95,11,12420
7148,5000,region5,1,male,52,1,4,position4,economictype1,2,2,2,2,0,1,3,0,1,0,0,85,8,6150
7149,2100,region5,0,female,48,1,0,position6,economictype4,2,2,2,2,0,1,3,0,1,0,0,85,8,6150
7150,3000,region5,0,male,25,0,9,position4,economictype4,2,2,2,1,0,1,3,0,1,0,0,85,8,6150
7151,975,region5,0,male,45,1,2,position6,economictype4,2,2,2,2,0,1,3,1,1,0,0,105,6,2350
7152,4000,region5,1,male,49,1,3,position4,economictype4,2,2,2,2,1,1,6,0,1,0,0,155,11,15450
7153,4200,region5,0,male,24,1,4,position4,economictype4,2,2,2,2,1,1,6,0,1,0,0,155,11,15450
7154,4000,region5,0,male,17,0,5,position4,economictype4,2,2,2,2,1,1,6,0,1,0,0,155,11,15450
7155,3100,region5,1,male,30,1,5,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,160,8,10000
7156,2700,region5,0,female,27,1,6,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,160,8,10000
7157,800,region5,0,female,29,1,0,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,115,6,6700
7158,1200,region5,1,male,46,1,5,position6,economictype4,2,2,2,1,0,1,3,0,1,0,0,150,10,8850
7159,5500,region5,0,male,26,1,5,position4,economictype1,1,1,1,2,0,1,5,0,1,0,0,95,8,20400
7160,6000,region5,0,female,25,1,5,position4,economictype1,1,1,1,2,0,1,5,0,1,0,0,95,8,20400
7161,2200,region5,1,male,42,1,1,position6,economictype4,2,2,2,1,0,1,4,1,1,0,0,120,5,580
7162,2900,region5,1,male,44,1,7,position6,economictype4,2,2,2,2,0,1,3,0,1,0,0,60,5,9500
7163,1200,region5,0,female,44,1,2,position6,economictype4,2,2,2,2,0,1,3,0,1,0,0,60,5,9500
7164,4200,region5,1,male,37,1,2,position6,economictype4,2,2,2,1,0,1,5,0,1,0,0,115,6,3250
7165,2500,region5,0,male,20,0,12,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,125,9,15920
7166,30000,region5,1,male,54,1,16,position1,economictype2,1,1,1,2,1,1,2,0,1,0,1,190,37,249950
7167,3000,region5,0,female,27,1,15,position3,economictype1,1,1,1,2,1,1,5,0,1,0,0,150,19,29400
7168,4000,region5,0,male,27,1,15,position2,economictype1,1,1,1,2,1,1,5,0,1,0,0,150,19,29400
7169,3000,region5,0,male,45,0,10,position6,economictype1,2,2,2,2,1,1,3,0,1,0,0,150,23,42350
7170,2700,region5,1,male,58,1,0,position4,economictype4,2,2,2,2,1,1,2,0,1,0,0,160,6,9500
7171,2600,region5,0,male,45,1,6,position4,economictype4,2,2,2,2,1,1,2,0,1,0,0,160,12,17450
7172,2200,region5,0,male,36,0,4,position6,economictype1,1,2,2,2,1,1,3,0,1,0,0,80,10,17350
7173,4300,region5,0,male,30,0,8,position6,economictype4,2,2,2,2,1,1,3,0,1,0,0,80,10,17350
7174,1400,region5,1,male,48,1,2,position6,economictype4,2,2,2,1,1,5,4,0,1,0,0,125,16,13110
7175,2100,region5,0,female,18,0,9,position6,economictype4,2,2,2,2,1,5,4,0,1,0,0,125,16,13110
7176,1600,region5,0,male,32,1,14,position6,economictype4,2,2,2,2,1,6,8,0,1,0,0,160,25,73500
7177,4300,region5,0,female,28,1,14,position2,economictype2,1,1,1,2,1,6,8,0,1,0,0,160,25,73500
7178,750,region5,0,female,52,1,3,position6,economictype1,2,2,2,2,1,1,5,0,1,0,0,145,15,6700
7179,3300,region5,0,male,26,1,5,position4,economictype1,2,2,2,2,1,1,5,0,1,0,0,145,15,6700
7180,750,region5,0,female,23,1,7,position6,economictype1,2,2,2,2,1,1,5,0,1,0,0,145,15,6700
7181,3250,region5,0,male,24,1,9,position4,economictype4,2,2,2,2,1,1,5,0,1,0,0,115,12,4520
7182,2600,region5,0,male,17,0,6,position6,economictype4,2,2,2,2,1,1,5,0,1,0,0,115,12,4520
7183,3200,region5,1,male,44,1,2,position6,economictype1,2,2,2,2,1,1,5,0,1,0,0,135,9,12700
7184,1000,region5,0,female,41,1,2,position6,economictype4,2,2,2,2,1,1,5,0,1,0,0,135,9,12700
7185,6000,region5,0,male,22,0,4,position6,economictype4,2,2,2,2,1,1,5,0,1,0,0,135,9,12700
7186,6000,region5,0,male,19,0,3,position6,economictype4,2,2,2,2,1,1,5,0,1,0,0,135,9,12700
7187,8000,region5,1,female,30,1,6,position4,economictype4,2,2,2,2,1,1,5,0,1,0,0,90,20,25090
7188,4000,region5,0,male,30,1,7,position6,economictype4,2,2,2,2,1,1,5,0,1,0,0,60,7,14384
7189,2000,region5,0,female,24,1,5,position3,economictype4,2,2,2,2,1,1,5,0,1,0,0,60,7,14384
7190,3000,region5,0,male,47,1,13,position2,economictype4,2,2,2,1,1,1,6,0,1,0,0,130,26,42100
7191,2500,region5,0,female,23,0,15,position3,economictype2,1,1,1,2,1,1,6,0,1,0,0,130,26,42100
7192,5000,region5,0,female,31,0,9,position6,economictype2,1,1,1,2,1,5,4,0,1,0,0,120,22,29590
7193,6000,region5,0,male,26,0,9,position4,economictype1,2,2,2,1,1,5,4,0,1,0,0,120,22,29590
7194,3500,region5,0,male,31,1,15,position2,economictype2,1,1,2,1,1,1,6,0,1,0,0,160,42,82460
7195,5500,region5,0,female,31,1,16,position2,economictype4,1,1,2,1,1,1,6,0,1,0,0,160,42,82460
7196,4000,region5,0,male,44,1,2,position6,economictype4,2,2,2,2,0,1,3,0,1,0,0,85,5,3200
7197,5000,region5,0,male,17,0,3,position6,economictype4,2,2,2,2,0,1,3,0,1,0,0,85,5,3200
7198,3000,region5,0,female,42,1,6,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,75,7,1700
7199,3000,region5,0,male,21,0,7,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,75,7,1700
7200,13000,region5,1,male,39,1,16,position2,economictype2,1,1,1,1,1,1,4,0,1,0,0,160,20,33335
7201,5500,region5,0,female,36,1,16,position2,economictype2,1,1,1,2,1,1,4,0,1,0,0,160,20,33335
7202,4000,region5,1,male,56,0,11,position3,economictype2,1,1,1,2,1,1,3,0,1,0,0,150,15,16100
7203,600,region5,1,male,45,0,5,position6,economictype4,2,2,2,2,0,1,2,0,1,0,0,95,10,3750
7204,4000,region5,0,male,24,0,8,position6,economictype4,2,2,2,1,0,1,2,0,1,0,0,95,10,3750
7205,3000,region5,1,male,58,1,3,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,85,7,8900
7206,3000,region5,0,male,24,0,3,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,85,7,8900
7207,5000,region5,0,male,36,1,5,position6,economictype1,2,2,2,1,0,0,4,0,1,0,0,95,9,6750
7208,6500,region5,1,male,46,1,11,position4,economictype1,1,2,2,2,1,1,5,0,1,0,0,135,28,131007
7209,3400,region5,0,female,24,0,15,position2,economictype2,1,1,1,2,1,1,5,0,1,0,0,135,28,131007
7210,3000,region5,1,male,51,1,6,position3,economictype1,1,2,2,1,1,1,3,0,1,0,0,155,20,42900
7211,3000,region5,1,male,58,1,3,position6,economictype4,2,2,2,1,0,1,3,0,1,0,0,60,9,3350
7212,2400,region5,0,female,31,0,5,position6,economictype4,2,2,2,1,0,1,3,0,1,0,0,55,13,5450
7213,6750,region5,1,male,34,1,0,position6,economictype4,2,2,2,1,0,0,2,0,1,0,0,50,1,100
7214,768,region5,0,female,28,1,8,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,85,15,7980
7215,4000,region5,1,male,31,1,1,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,60,12,3400
7216,840,region5,0,female,38,1,0,position6,economictype1,2,2,2,1,0,0,5,0,1,0,0,100,7,5200
7217,5000,region5,1,male,45,1,4,position6,economictype4,2,2,2,2,0,0,5,0,1,0,0,70,17,18430
7218,4000,region5,0,female,42,1,0,position6,economictype4,2,2,2,2,0,0,5,0,1,0,0,70,17,18430
7219,2000,region5,0,male,19,1,5,position6,economictype4,2,2,2,1,0,0,5,0,1,0,0,70,17,18430
7220,5500,region5,0,male,34,1,14,position2,economictype2,1,1,1,1,1,1,5,0,1,0,0,100,26,123700
7221,1500,region5,1,female,36,1,4,position4,economictype4,2,2,2,1,0,1,3,0,1,0,1,40,11,6400
7222,2000,region5,0,male,35,1,4,position6,economictype4,2,2,2,2,0,1,3,0,1,0,1,40,11,6400
7223,4000,region5,0,male,22,0,13,position4,economictype2,1,1,1,2,0,1,4,0,1,0,0,130,24,50250
7224,3000,region5,1,male,40,1,6,position6,economictype1,2,2,2,2,0,1,3,0,1,0,0,90,19,25550
7225,1600,region5,0,male,17,0,8,position6,economictype1,2,2,2,1,0,1,3,0,1,0,0,90,19,25550
7226,1750,region5,0,male,23,0,9,position6,economictype1,2,2,2,1,0,1,3,0,1,0,0,135,8,11600
7227,1500,region5,0,male,54,1,2,position6,economictype4,2,2,2,1,0,1,6,0,1,0,0,55,22,37900
7228,2400,region5,0,male,16,0,6,position3,economictype4,2,2,2,2,0,1,6,0,1,0,0,55,22,37900
7229,2500,region5,0,female,28,0,7,position6,economictype4,2,2,2,2,0,1,6,0,1,0,0,55,22,37900
7230,3000,region5,1,male,44,1,1,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,90,15,18450
7231,1800,region5,0,female,40,1,1,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,90,15,18450
7232,3000,region5,0,male,18,0,5,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,90,15,18450
7233,1000,region5,0,female,26,1,15,position2,economictype2,1,1,2,1,0,1,5,0,1,0,0,90,20,27420
7234,1800,region5,0,male,47,0,3,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,40,12,3800
7235,4500,region5,0,male,35,1,14,position4,economictype4,2,2,2,2,1,1,8,0,1,0,0,130,27,50100
7236,4000,region5,0,male,32,0,14,position2,economictype1,1,1,1,2,1,1,3,0,1,0,0,95,14,14200
7237,1900,region5,1,female,32,1,3,position6,economictype4,2,2,2,2,0,0,4,0,1,0,0,45,5,10600
7238,3300,region5,0,male,30,1,0,position6,economictype4,2,2,2,2,0,0,4,0,1,0,0,45,5,10600
7239,4500,region5,0,male,43,1,12,position4,economictype4,2,2,2,1,0,1,4,0,1,0,0,140,12,4850
7240,3000,region5,1,male,45,1,5,position6,economictype4,2,2,2,1,0,0,4,0,1,0,0,70,10,14800
7241,2000,region5,0,female,38,1,0,position6,economictype4,2,2,2,1,0,0,4,0,1,0,0,70,10,14800
7242,2400,region5,0,female,53,1,5,position6,economictype4,2,2,2,1,0,0,2,0,1,0,0,40,13,20400
7243,1600,region5,1,male,48,1,0,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,70,7,3100
7244,720,region5,0,female,41,1,2,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,70,7,3100
7245,1600,region5,0,male,17,0,5,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,70,7,3100
7246,4000,region5,0,male,24,1,4,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,35,11,5400
7247,3240,region5,1,male,41,1,2,position6,economictype4,2,2,2,2,0,1,3,0,1,0,0,35,10,6800
